sourceTimeband,sourceValueDate,sourceAccount,sourceExternalReference,sourceBalance,wrkACCOUNT NAME,wrkCurrency,wrkTime,wrkCounterparty,Firm,Center,ParentExtRefNo,DealType,ExecType,ValueDate,Adjustment,Notes,ExtRefNo,RedefaultValues,Portfolio,runningBalance
17:00 (prev),18/02/2010,Investment,LOAN,47656.87,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,07/08/2018,13899.92,Investment/LOAN/07-08-18/17:00,0180605170002177,N,0,47656.87
09:30:00,18/02/2010,Investment,LOAN,47656.87,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,07/08/2018,0,Investment/LOAN/07-08-18/09:30,1180605093002178,N,1,47656.87
12:45:00,18/02/2010,Investment,LOAN,35822.08,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,07/08/2018,-11834.79,Investment/LOAN/07-08-18/12:45,2180605124502179,N,2,35822.08
14:15:00,18/02/2010,Investment,LOAN,35822.08,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,07/08/2018,0,Investment/LOAN/07-08-18/14:15,3180605141502180,N,3,35822.08
15:15:00,18/02/2010,Investment,LOAN,35822.08,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,07/08/2018,0,Investment/LOAN/07-08-18/15:15,4180605151502181,N,4,35822.08
15:40:00,18/02/2010,Investment,LOAN,35822.08,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,07/08/2018,0,Investment/LOAN/07-08-18/15:40,5180605154002182,N,5,35822.08
16:05:00,18/02/2010,Investment,LOAN,35822.08,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,07/08/2018,0,Investment/LOAN/07-08-18/16:05,6180605160502183,N,6,35822.08
16:30:00,18/02/2010,Investment,LOAN,35822.08,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,07/08/2018,0,Investment/LOAN/07-08-18/16:30,7180605163002184,N,7,35822.08
17:00 (prev),19/02/2010,Investment,LOAN,42891.18,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,08/08/2018,7069.1,Investment/LOAN/08-08-18/17:00,0180605170002185,N,0,42891.18
09:30:00,19/02/2010,Investment,LOAN,42891.18,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,08/08/2018,0,Investment/LOAN/08-08-18/09:30,1180605093002186,N,1,42891.18
12:45:00,19/02/2010,Investment,LOAN,37966.64,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,08/08/2018,-4924.54,Investment/LOAN/08-08-18/12:45,2180605124502187,N,2,37966.64
14:15:00,19/02/2010,Investment,LOAN,37966.64,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,08/08/2018,0,Investment/LOAN/08-08-18/14:15,3180605141502188,N,3,37966.64
15:15:00,19/02/2010,Investment,LOAN,37966.64,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,08/08/2018,0,Investment/LOAN/08-08-18/15:15,4180605151502189,N,4,37966.64
15:40:00,19/02/2010,Investment,LOAN,37966.64,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,08/08/2018,0,Investment/LOAN/08-08-18/15:40,5180605154002190,N,5,37966.64
16:05:00,19/02/2010,Investment,LOAN,37966.64,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,08/08/2018,0,Investment/LOAN/08-08-18/16:05,6180605160502191,N,6,37966.64
16:30:00,19/02/2010,Investment,LOAN,37966.64,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,08/08/2018,0,Investment/LOAN/08-08-18/16:30,7180605163002192,N,7,37966.64
17:00 (prev),22/02/2010,Investment,LOAN,39714.06,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,13/08/2018,1747.42,Investment/LOAN/13-08-18/17:00,0180605170002193,N,0,39714.06
09:30:00,22/02/2010,Investment,LOAN,39714.06,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,13/08/2018,0,Investment/LOAN/13-08-18/09:30,1180605093002194,N,1,39714.06
12:45:00,22/02/2010,Investment,LOAN,52501.99,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,13/08/2018,12787.93,Investment/LOAN/13-08-18/12:45,2180605124502195,N,2,52501.99
14:15:00,22/02/2010,Investment,LOAN,52501.99,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,13/08/2018,0,Investment/LOAN/13-08-18/14:15,3180605141502196,N,3,52501.99
15:15:00,22/02/2010,Investment,LOAN,52501.99,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,13/08/2018,0,Investment/LOAN/13-08-18/15:15,4180605151502197,N,4,52501.99
15:40:00,22/02/2010,Investment,LOAN,52501.99,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,13/08/2018,0,Investment/LOAN/13-08-18/15:40,5180605154002198,N,5,52501.99
16:05:00,22/02/2010,Investment,LOAN,52501.99,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,13/08/2018,0,Investment/LOAN/13-08-18/16:05,6180605160502199,N,6,52501.99
16:30:00,22/02/2010,Investment,LOAN,52501.99,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,13/08/2018,0,Investment/LOAN/13-08-18/16:30,7180605163002200,N,7,52501.99
17:00 (prev),23/02/2010,Investment,LOAN,23828.44,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,14/08/2018,-28673.55,Investment/LOAN/14-08-18/17:00,0180605170002201,N,0,23828.44
09:30:00,23/02/2010,Investment,LOAN,23828.44,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,14/08/2018,0,Investment/LOAN/14-08-18/09:30,1180605093002202,N,1,23828.44
12:45:00,23/02/2010,Investment,LOAN,48848.29,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,14/08/2018,25019.85,Investment/LOAN/14-08-18/12:45,2180605124502203,N,2,48848.29
14:15:00,23/02/2010,Investment,LOAN,48848.29,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,14/08/2018,0,Investment/LOAN/14-08-18/14:15,3180605141502204,N,3,48848.29
15:15:00,23/02/2010,Investment,LOAN,48848.29,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,14/08/2018,0,Investment/LOAN/14-08-18/15:15,4180605151502205,N,4,48848.29
15:40:00,23/02/2010,Investment,LOAN,48848.29,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,14/08/2018,0,Investment/LOAN/14-08-18/15:40,5180605154002206,N,5,48848.29
16:05:00,23/02/2010,Investment,LOAN,48848.29,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,14/08/2018,0,Investment/LOAN/14-08-18/16:05,6180605160502207,N,6,48848.29
16:30:00,23/02/2010,Investment,LOAN,48848.29,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,14/08/2018,0,Investment/LOAN/14-08-18/16:30,7180605163002208,N,7,48848.29
17:00 (prev),24/02/2010,Investment,LOAN,31771.25,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,15/08/2018,-17077.04,Investment/LOAN/15-08-18/17:00,0180605170002209,N,0,31771.25
09:30:00,24/02/2010,Investment,LOAN,31771.25,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,15/08/2018,0,Investment/LOAN/15-08-18/09:30,1180605093002210,N,1,31771.25
12:45:00,24/02/2010,Investment,LOAN,23749.01,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,15/08/2018,-8022.24,Investment/LOAN/15-08-18/12:45,2180605124502211,N,2,23749.01
14:15:00,24/02/2010,Investment,LOAN,23749.01,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,15/08/2018,0,Investment/LOAN/15-08-18/14:15,3180605141502212,N,3,23749.01
15:15:00,24/02/2010,Investment,LOAN,23749.01,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,15/08/2018,0,Investment/LOAN/15-08-18/15:15,4180605151502213,N,4,23749.01
15:40:00,24/02/2010,Investment,LOAN,23749.01,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,15/08/2018,0,Investment/LOAN/15-08-18/15:40,5180605154002214,N,5,23749.01
16:05:00,24/02/2010,Investment,LOAN,23749.01,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,15/08/2018,0,Investment/LOAN/15-08-18/16:05,6180605160502215,N,6,23749.01
16:30:00,24/02/2010,Investment,LOAN,23749.01,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,15/08/2018,0,Investment/LOAN/15-08-18/16:30,7180605163002216,N,7,23749.01
17:00 (prev),25/02/2010,Investment,LOAN,23828.44,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,16/08/2018,79.43,Investment/LOAN/16-08-18/17:00,0180605170002217,N,0,23828.44
09:30:00,25/02/2010,Investment,LOAN,23828.44,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,16/08/2018,0,Investment/LOAN/16-08-18/09:30,1180605093002218,N,1,23828.44
12:45:00,25/02/2010,Investment,LOAN,18824.46,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,16/08/2018,-5003.98,Investment/LOAN/16-08-18/12:45,2180605124502219,N,2,18824.46
14:15:00,25/02/2010,Investment,LOAN,18824.46,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,16/08/2018,0,Investment/LOAN/16-08-18/14:15,3180605141502220,N,3,18824.46
15:15:00,25/02/2010,Investment,LOAN,18824.46,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,16/08/2018,0,Investment/LOAN/16-08-18/15:15,4180605151502221,N,4,18824.46
15:40:00,25/02/2010,Investment,LOAN,18824.46,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,16/08/2018,0,Investment/LOAN/16-08-18/15:40,5180605154002222,N,5,18824.46
16:05:00,25/02/2010,Investment,LOAN,18824.46,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,16/08/2018,0,Investment/LOAN/16-08-18/16:05,6180605160502223,N,6,18824.46
16:30:00,25/02/2010,Investment,LOAN,18824.46,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,16/08/2018,0,Investment/LOAN/16-08-18/16:30,7180605163002224,N,7,18824.46
17:00 (prev),26/02/2010,Investment,LOAN,23828.44,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,17/08/2018,5003.98,Investment/LOAN/17-08-18/17:00,0180605170002225,N,0,23828.44
09:30:00,26/02/2010,Investment,LOAN,23828.44,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,17/08/2018,0,Investment/LOAN/17-08-18/09:30,1180605093002226,N,1,23828.44
12:45:00,26/02/2010,Investment,LOAN,18030.18,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,17/08/2018,-5798.26,Investment/LOAN/17-08-18/12:45,2180605124502227,N,2,18030.18
14:15:00,26/02/2010,Investment,LOAN,18030.18,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,17/08/2018,0,Investment/LOAN/17-08-18/14:15,3180605141502228,N,3,18030.18
15:15:00,26/02/2010,Investment,LOAN,18030.18,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,17/08/2018,0,Investment/LOAN/17-08-18/15:15,4180605151502229,N,4,18030.18
15:40:00,26/02/2010,Investment,LOAN,18030.18,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,17/08/2018,0,Investment/LOAN/17-08-18/15:40,5180605154002230,N,5,18030.18
16:05:00,26/02/2010,Investment,LOAN,18030.18,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,17/08/2018,0,Investment/LOAN/17-08-18/16:05,6180605160502231,N,6,18030.18
16:30:00,26/02/2010,Investment,LOAN,18030.18,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,17/08/2018,0,Investment/LOAN/17-08-18/16:30,7180605163002232,N,7,18030.18
17:00 (prev),01/03/2010,Investment,LOAN,27799.84,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,22/08/2018,9769.66,Investment/LOAN/22-08-18/17:00,0180605170002233,N,0,27799.84
09:30:00,01/03/2010,Investment,LOAN,27799.84,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,22/08/2018,0,Investment/LOAN/22-08-18/09:30,1180605093002234,N,1,27799.84
12:45:00,01/03/2010,Investment,LOAN,23431.29,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,22/08/2018,-4368.55,Investment/LOAN/22-08-18/12:45,2180605124502235,N,2,23431.29
14:15:00,01/03/2010,Investment,LOAN,23431.29,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,22/08/2018,0,Investment/LOAN/22-08-18/14:15,3180605141502236,N,3,23431.29
15:15:00,01/03/2010,Investment,LOAN,23431.29,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,22/08/2018,0,Investment/LOAN/22-08-18/15:15,4180605151502237,N,4,23431.29
15:40:00,01/03/2010,Investment,LOAN,23431.29,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,22/08/2018,0,Investment/LOAN/22-08-18/15:40,5180605154002238,N,5,23431.29
16:05:00,01/03/2010,Investment,LOAN,23431.29,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,22/08/2018,0,Investment/LOAN/22-08-18/16:05,6180605160502239,N,6,23431.29
16:30:00,01/03/2010,Investment,LOAN,23431.29,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,22/08/2018,0,Investment/LOAN/22-08-18/16:30,7180605163002240,N,7,23431.29
17:00 (prev),02/03/2010,Investment,LOAN,35742.65,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,23/08/2018,12311.36,Investment/LOAN/23-08-18/17:00,0180605170002241,N,0,35742.65
09:30:00,02/03/2010,Investment,LOAN,35742.65,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,23/08/2018,0,Investment/LOAN/23-08-18/09:30,1180605093002242,N,1,35742.65
12:45:00,02/03/2010,Investment,LOAN,19777.6,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,23/08/2018,-15965.05,Investment/LOAN/23-08-18/12:45,2180605124502243,N,2,19777.6
14:15:00,02/03/2010,Investment,LOAN,19777.6,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,23/08/2018,0,Investment/LOAN/23-08-18/14:15,3180605141502244,N,3,19777.6
15:15:00,02/03/2010,Investment,LOAN,19777.6,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,23/08/2018,0,Investment/LOAN/23-08-18/15:15,4180605151502245,N,4,19777.6
15:40:00,02/03/2010,Investment,LOAN,19777.6,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,23/08/2018,0,Investment/LOAN/23-08-18/15:40,5180605154002246,N,5,19777.6
16:05:00,02/03/2010,Investment,LOAN,19777.6,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,23/08/2018,0,Investment/LOAN/23-08-18/16:05,6180605160502247,N,6,19777.6
16:30:00,02/03/2010,Investment,LOAN,19777.6,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,23/08/2018,0,Investment/LOAN/23-08-18/16:30,7180605163002248,N,7,19777.6
17:00 (prev),03/03/2010,Investment,LOAN,19857.03,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,24/08/2018,79.43,Investment/LOAN/24-08-18/17:00,0180605170002249,N,0,19857.03
09:30:00,03/03/2010,Investment,LOAN,35742.65,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,24/08/2018,15885.62,Investment/LOAN/24-08-18/09:30,1180605093002250,N,1,35742.65
12:45:00,03/03/2010,Investment,LOAN,32803.81,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,24/08/2018,-2938.84,Investment/LOAN/24-08-18/12:45,2180605124502251,N,2,32803.81
14:15:00,03/03/2010,Investment,LOAN,32803.81,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,24/08/2018,0,Investment/LOAN/24-08-18/14:15,3180605141502252,N,3,32803.81
15:15:00,03/03/2010,Investment,LOAN,32803.81,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,24/08/2018,0,Investment/LOAN/24-08-18/15:15,4180605151502253,N,4,32803.81
15:40:00,03/03/2010,Investment,LOAN,32803.81,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,24/08/2018,0,Investment/LOAN/24-08-18/15:40,5180605154002254,N,5,32803.81
16:05:00,03/03/2010,Investment,LOAN,32803.81,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,24/08/2018,0,Investment/LOAN/24-08-18/16:05,6180605160502255,N,6,32803.81
16:30:00,03/03/2010,Investment,LOAN,32803.81,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,24/08/2018,0,Investment/LOAN/24-08-18/16:30,7180605163002256,N,7,32803.81
17:00 (prev),04/03/2010,Investment,LOAN,27799.84,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,27/08/2018,-5003.97,Investment/LOAN/27-08-18/17:00,0180605170002257,N,0,27799.84
09:30:00,04/03/2010,Investment,LOAN,27799.84,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,27/08/2018,0,Investment/LOAN/27-08-18/09:30,1180605093002258,N,1,27799.84
12:45:00,04/03/2010,Investment,LOAN,12867.36,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,27/08/2018,-14932.48,Investment/LOAN/27-08-18/12:45,2180605124502259,N,2,12867.36
14:15:00,04/03/2010,Investment,LOAN,12867.36,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,27/08/2018,0,Investment/LOAN/27-08-18/14:15,3180605141502260,N,3,12867.36
15:15:00,04/03/2010,Investment,LOAN,12867.36,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,27/08/2018,0,Investment/LOAN/27-08-18/15:15,4180605151502261,N,4,12867.36
15:40:00,04/03/2010,Investment,LOAN,12867.36,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,27/08/2018,0,Investment/LOAN/27-08-18/15:40,5180605154002262,N,5,12867.36
16:05:00,04/03/2010,Investment,LOAN,12867.36,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,27/08/2018,0,Investment/LOAN/27-08-18/16:05,6180605160502263,N,6,12867.36
16:30:00,04/03/2010,Investment,LOAN,12867.36,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,27/08/2018,0,Investment/LOAN/27-08-18/16:30,7180605163002264,N,7,12867.36
17:00 (prev),05/03/2010,Investment,LOAN,19857.03,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,28/08/2018,6989.67,Investment/LOAN/28-08-18/17:00,0180605170002265,N,0,19857.03
09:30:00,05/03/2010,Investment,LOAN,15885.62,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,28/08/2018,-3971.41,Investment/LOAN/28-08-18/09:30,1180605093002266,N,1,15885.62
12:45:00,05/03/2010,Investment,LOAN,9531.37,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,28/08/2018,-6354.25,Investment/LOAN/28-08-18/12:45,2180605124502267,N,2,9531.37
14:15:00,05/03/2010,Investment,LOAN,9531.37,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,28/08/2018,0,Investment/LOAN/28-08-18/14:15,3180605141502268,N,3,9531.37
15:15:00,05/03/2010,Investment,LOAN,9531.37,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,28/08/2018,0,Investment/LOAN/28-08-18/15:15,4180605151502269,N,4,9531.37
15:40:00,05/03/2010,Investment,LOAN,9531.37,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,28/08/2018,0,Investment/LOAN/28-08-18/15:40,5180605154002270,N,5,9531.37
16:05:00,05/03/2010,Investment,LOAN,9531.37,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,28/08/2018,0,Investment/LOAN/28-08-18/16:05,6180605160502271,N,6,9531.37
16:30:00,05/03/2010,Investment,LOAN,9531.37,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,28/08/2018,0,Investment/LOAN/28-08-18/16:30,7180605163002272,N,7,9531.37
17:00 (prev),08/03/2010,Investment,LOAN,15885.62,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,31/08/2018,6354.25,Investment/LOAN/31-08-18/17:00,0180605170002273,N,0,15885.62
09:30:00,08/03/2010,Investment,LOAN,15885.62,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,31/08/2018,0,Investment/LOAN/31-08-18/09:30,1180605093002274,N,1,15885.62
12:45:00,08/03/2010,Investment,LOAN,10087.37,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,31/08/2018,-5798.25,Investment/LOAN/31-08-18/12:45,2180605124502275,N,2,10087.37
14:15:00,08/03/2010,Investment,LOAN,10087.37,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,31/08/2018,0,Investment/LOAN/31-08-18/14:15,3180605141502276,N,3,10087.37
15:15:00,08/03/2010,Investment,LOAN,10087.37,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,31/08/2018,0,Investment/LOAN/31-08-18/15:15,4180605151502277,N,4,10087.37
15:40:00,08/03/2010,Investment,LOAN,10087.37,INVESTMENT,GBP,15:40:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,31/08/2018,0,Investment/LOAN/31-08-18/15:40,5180605154002278,N,5,10087.37
16:05:00,08/03/2010,Investment,LOAN,10087.37,INVESTMENT,GBP,16:05:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,31/08/2018,0,Investment/LOAN/31-08-18/16:05,6180605160502279,N,6,10087.37
16:30:00,08/03/2010,Investment,LOAN,10087.37,INVESTMENT,GBP,16:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,31/08/2018,0,Investment/LOAN/31-08-18/16:30,7180605163002280,N,7,10087.37
17:00 (prev),09/03/2010,Investment,LOAN,15885.62,INVESTMENT,GBP,17:00:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,03/09/2018,5798.25,Investment/LOAN/03-09-18/17:00,0180605170002281,N,0,15885.62
09:30:00,09/03/2010,Investment,LOAN,15885.62,INVESTMENT,GBP,09:30:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,03/09/2018,0,Investment/LOAN/03-09-18/09:30,1180605093002282,N,1,15885.62
12:45:00,09/03/2010,Investment,LOAN,12470.21,INVESTMENT,GBP,12:45:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,03/09/2018,-3415.41,Investment/LOAN/03-09-18/12:45,2180605124502283,N,2,12470.21
14:15:00,09/03/2010,Investment,LOAN,12470.21,INVESTMENT,GBP,14:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,03/09/2018,0,Investment/LOAN/03-09-18/14:15,3180605141502284,N,3,12470.21
15:15:00,09/03/2010,Investment,LOAN,12470.21,INVESTMENT,GBP,15:15:00,INV-OTH,INV,OTH,INVESTMENT/LOAN,Account Amendment,1,03/09/2018,0,Investment/LOAN/03-09-18/15:15,4180605151502285,N,4,12470.21
